openalex_subfield_id,openalex_subfield_name,for_group_code,for_group_label,is_primary,confidence,match_method,notes
1504,Chemical Health and Safety,4002,Automotive engineering,False,0.25,constrained_lexical,
1504,Chemical Health and Safety,4004,Chemical engineering,False,0.25,constrained_lexical,
1504,Chemical Health and Safety,4010,Engineering practice and education,False,0.25,constrained_lexical,
1504,Chemical Health and Safety,4001,Aerospace engineering,False,0.0,constrained_lexical,
1504,Chemical Health and Safety,4003,Biomedical engineering,False,0.0,constrained_lexical,
1506,Filtration and Separation,4004,Chemical engineering,True,0.0,below_floor,
1506,Filtration and Separation,4017,Mechanical engineering,False,0.2,constrained_lexical,
1506,Filtration and Separation,4001,Aerospace engineering,False,0.0,constrained_lexical,
1506,Filtration and Separation,4002,Automotive engineering,False,0.0,constrained_lexical,
1506,Filtration and Separation,4003,Biomedical engineering,False,0.0,constrained_lexical,
1506,Filtration and Separation,4005,Civil engineering,False,0.0,constrained_lexical,
1506,Filtration and Separation,4006,Communications engineering,False,0.0,constrained_lexical,
1506,Filtration and Separation,4007,"Control engineering, mechatronics and robotics",False,0.0,constrained_lexical,
1506,Filtration and Separation,4008,Electrical engineering,False,0.0,constrained_lexical,
1507,Fluid Flow and Transfer Processes,4004,Chemical engineering,True,0.25,constrained_lexical,
1507,Fluid Flow and Transfer Processes,4012,Fluid mechanics and thermal engineering,False,0.188,constrained_lexical,
1507,Fluid Flow and Transfer Processes,4014,Manufacturing engineering,False,0.125,constrained_lexical,
1507,Fluid Flow and Transfer Processes,4001,Aerospace engineering,False,0.062,constrained_lexical,
1507,Fluid Flow and Transfer Processes,4002,Automotive engineering,False,0.062,constrained_lexical,
1507,Fluid Flow and Transfer Processes,4005,Civil engineering,False,0.062,constrained_lexical,
1507,Fluid Flow and Transfer Processes,4006,Communications engineering,False,0.062,constrained_lexical,
1507,Fluid Flow and Transfer Processes,4007,"Control engineering, mechatronics and robotics",False,0.062,constrained_lexical,
1507,Fluid Flow and Transfer Processes,4017,Mechanical engineering,False,0.062,constrained_lexical,
1508,Process Chemistry and Technology,4004,Chemical engineering,True,0.375,constrained_lexical,
1508,Process Chemistry and Technology,4007,"Control engineering, mechatronics and robotics",False,0.25,constrained_lexical,
1508,Process Chemistry and Technology,4001,Aerospace engineering,False,0.125,constrained_lexical,
1508,Process Chemistry and Technology,4006,Communications engineering,False,0.125,constrained_lexical,
1508,Process Chemistry and Technology,4011,Environmental engineering,False,0.125,constrained_lexical,
1508,Process Chemistry and Technology,4014,Manufacturing engineering,False,0.125,constrained_lexical,
1508,Process Chemistry and Technology,4017,Mechanical engineering,False,0.125,constrained_lexical,
1508,Process Chemistry and Technology,4002,Automotive engineering,False,0.0,constrained_lexical,
1508,Process Chemistry and Technology,4003,Biomedical engineering,False,0.0,constrained_lexical,
1602,Analytical Chemistry,3401,Analytical chemistry,True,1.0,exact_match,
1602,Analytical Chemistry,3405,Organic chemistry,False,0.158,constrained_lexical,
1602,Analytical Chemistry,3402,Inorganic chemistry,False,0.105,constrained_lexical,
1602,Analytical Chemistry,3403,Macromolecular and materials chemistry,False,0.053,constrained_lexical,
1602,Analytical Chemistry,3404,Medicinal and biomolecular chemistry,False,0.053,constrained_lexical,
1602,Analytical Chemistry,3406,Physical chemistry,False,0.053,constrained_lexical,
1602,Analytical Chemistry,3407,Theoretical and computational chemistry,False,0.053,constrained_lexical,
1602,Analytical Chemistry,3499,Other chemical sciences,False,0.053,constrained_lexical,
1603,Electrochemistry,3401,Analytical chemistry,True,0.0,below_floor,
1603,Electrochemistry,3402,Inorganic chemistry,False,0.0,constrained_lexical,
1603,Electrochemistry,3403,Macromolecular and materials chemistry,False,0.0,constrained_lexical,
1603,Electrochemistry,3404,Medicinal and biomolecular chemistry,False,0.0,constrained_lexical,
1603,Electrochemistry,3405,Organic chemistry,False,0.0,constrained_lexical,
1603,Electrochemistry,3406,Physical chemistry,False,0.0,constrained_lexical,
1603,Electrochemistry,3407,Theoretical and computational chemistry,False,0.0,constrained_lexical,
1603,Electrochemistry,3499,Other chemical sciences,False,0.0,constrained_lexical,
1604,Inorganic Chemistry,3402,Inorganic chemistry,True,1.0,exact_match,
1604,Inorganic Chemistry,3403,Macromolecular and materials chemistry,False,0.182,constrained_lexical,
1604,Inorganic Chemistry,3405,Organic chemistry,False,0.152,constrained_lexical,
1604,Inorganic Chemistry,3406,Physical chemistry,False,0.152,constrained_lexical,
1604,Inorganic Chemistry,4016,Materials engineering,False,0.121,constrained_lexical,
1604,Inorganic Chemistry,3004,Crop and pasture production,False,0.091,constrained_lexical,
1604,Inorganic Chemistry,3205,Medical biochemistry and metabolomics,False,0.091,constrained_lexical,
1604,Inorganic Chemistry,3006,Food sciences,False,0.061,constrained_lexical,
1604,Inorganic Chemistry,3008,Horticultural production,False,0.061,constrained_lexical,
1605,Organic Chemistry,3405,Organic chemistry,True,1.0,exact_match,
1605,Organic Chemistry,3403,Macromolecular and materials chemistry,False,0.083,constrained_lexical,
1605,Organic Chemistry,3406,Physical chemistry,False,0.083,constrained_lexical,
1605,Organic Chemistry,4901,Applied mathematics,False,0.062,constrained_lexical,
1605,Organic Chemistry,3401,Analytical chemistry,False,0.052,constrained_lexical,
1605,Organic Chemistry,3404,Medicinal and biomolecular chemistry,False,0.052,constrained_lexical,
1605,Organic Chemistry,3004,Crop and pasture production,False,0.042,constrained_lexical,
1605,Organic Chemistry,3104,Evolutionary biology,False,0.042,constrained_lexical,
1605,Organic Chemistry,3402,Inorganic chemistry,False,0.042,constrained_lexical,
1606,Physical and Theoretical Chemistry,3406,Physical chemistry,True,0.435,constrained_lexical,
1606,Physical and Theoretical Chemistry,3403,Macromolecular and materials chemistry,False,0.13,constrained_lexical,
1606,Physical and Theoretical Chemistry,3405,Organic chemistry,False,0.13,constrained_lexical,
1606,Physical and Theoretical Chemistry,3401,Analytical chemistry,False,0.087,constrained_lexical,
1606,Physical and Theoretical Chemistry,3402,Inorganic chemistry,False,0.087,constrained_lexical,
1606,Physical and Theoretical Chemistry,3404,Medicinal and biomolecular chemistry,False,0.087,constrained_lexical,
1606,Physical and Theoretical Chemistry,3499,Other chemical sciences,False,0.087,constrained_lexical,
1606,Physical and Theoretical Chemistry,3407,Theoretical and computational chemistry,False,0.043,constrained_lexical,
1607,Spectroscopy,3406,Physical chemistry,True,0.188,constrained_lexical,
1607,Spectroscopy,3401,Analytical chemistry,False,0.156,constrained_lexical,
1607,Spectroscopy,3403,Macromolecular and materials chemistry,False,0.156,constrained_lexical,
1607,Spectroscopy,3004,Crop and pasture production,False,0.094,constrained_lexical,
1607,Spectroscopy,3402,Inorganic chemistry,False,0.094,constrained_lexical,
1607,Spectroscopy,3404,Medicinal and biomolecular chemistry,False,0.094,constrained_lexical,
1607,Spectroscopy,3405,Organic chemistry,False,0.094,constrained_lexical,
1607,Spectroscopy,4004,Chemical engineering,False,0.094,constrained_lexical,
1607,Spectroscopy,4012,Fluid mechanics and thermal engineering,False,0.094,constrained_lexical,
1702,Artificial Intelligence,4602,Artificial intelligence,True,1.0,exact_match,
1702,Artificial Intelligence,4605,Data management and data science,False,0.105,constrained_lexical,
1702,Artificial Intelligence,4609,Information systems,False,0.093,constrained_lexical,
1702,Artificial Intelligence,4613,Theory of computation,False,0.074,constrained_lexical,
1702,Artificial Intelligence,3302,Building,False,0.056,constrained_lexical,
1702,Artificial Intelligence,3303,Design,False,0.056,constrained_lexical,
1702,Artificial Intelligence,3901,Curriculum and pedagogy,False,0.056,constrained_lexical,
1702,Artificial Intelligence,4006,Communications engineering,False,0.056,constrained_lexical,
1702,Artificial Intelligence,4007,"Control engineering, mechatronics and robotics",False,0.056,constrained_lexical,
1703,Computational Theory and Mathematics,4613,Theory of computation,True,0.217,constrained_lexical,
1703,Computational Theory and Mathematics,4901,Applied mathematics,False,0.15,constrained_lexical,
1703,Computational Theory and Mathematics,4904,Pure mathematics,False,0.15,constrained_lexical,
1703,Computational Theory and Mathematics,4602,Artificial intelligence,False,0.133,constrained_lexical,
1703,Computational Theory and Mathematics,4605,Data management and data science,False,0.133,constrained_lexical,
1703,Computational Theory and Mathematics,4017,Mechanical engineering,False,0.117,constrained_lexical,
1703,Computational Theory and Mathematics,4609,Information systems,False,0.117,constrained_lexical,
1703,Computational Theory and Mathematics,4902,Mathematical physics,False,0.117,constrained_lexical,
1703,Computational Theory and Mathematics,4007,"Control engineering, mechatronics and robotics",False,0.1,constrained_lexical,
1704,Computer Graphics and Computer-Aided Design,4607,"Graphics, augmented reality and games",True,0.2,constrained_lexical,
1704,Computer Graphics and Computer-Aided Design,4603,Computer vision and multimedia computation,False,0.133,constrained_lexical,
1704,Computer Graphics and Computer-Aided Design,4604,Cybersecurity and privacy,False,0.133,constrained_lexical,
1704,Computer Graphics and Computer-Aided Design,4608,Human-centred computing,False,0.133,constrained_lexical,
1704,Computer Graphics and Computer-Aided Design,4601,Applied computing,False,0.067,constrained_lexical,
1704,Computer Graphics and Computer-Aided Design,4602,Artificial intelligence,False,0.067,constrained_lexical,
1704,Computer Graphics and Computer-Aided Design,4605,Data management and data science,False,0.067,constrained_lexical,
1704,Computer Graphics and Computer-Aided Design,4606,Distributed computing and systems software,False,0.067,constrained_lexical,
1704,Computer Graphics and Computer-Aided Design,4609,Information systems,False,0.067,constrained_lexical,
1705,Computer Networks and Communications,4606,Distributed computing and systems software,True,0.146,constrained_lexical,
1705,Computer Networks and Communications,4605,Data management and data science,False,0.115,constrained_lexical,
1705,Computer Networks and Communications,3901,Curriculum and pedagogy,False,0.083,constrained_lexical,
1705,Computer Networks and Communications,4604,Cybersecurity and privacy,False,0.083,constrained_lexical,
1705,Computer Networks and Communications,3904,Specialist studies in education,False,0.073,constrained_lexical,
1705,Computer Networks and Communications,4006,Communications engineering,False,0.073,constrained_lexical,
1705,Computer Networks and Communications,4009,"Electronics, sensors and digital hardware",False,0.073,constrained_lexical,
1705,Computer Networks and Communications,4013,Geomatic engineering,False,0.073,constrained_lexical,
1705,Computer Networks and Communications,4017,Mechanical engineering,False,0.073,constrained_lexical,
1706,Computer Science Applications,4601,Applied computing,True,0.7,manual_override,"Computer Science Applications -- general fit, was a Literary-studies-style false magnet hit"
1707,Computer Vision and Pattern Recognition,4603,Computer vision and multimedia computation,True,0.114,constrained_lexical,
1707,Computer Vision and Pattern Recognition,4006,Communications engineering,False,0.089,constrained_lexical,
1707,Computer Vision and Pattern Recognition,4604,Cybersecurity and privacy,False,0.076,constrained_lexical,
1707,Computer Vision and Pattern Recognition,4605,Data management and data science,False,0.076,constrained_lexical,
1707,Computer Vision and Pattern Recognition,4611,Machine learning,False,0.076,constrained_lexical,
1707,Computer Vision and Pattern Recognition,3303,Design,False,0.063,constrained_lexical,
1707,Computer Vision and Pattern Recognition,3503,Business systems in context,False,0.063,constrained_lexical,
1707,Computer Vision and Pattern Recognition,3904,Specialist studies in education,False,0.063,constrained_lexical,
1707,Computer Vision and Pattern Recognition,4410,Sociology,False,0.063,constrained_lexical,
1708,Hardware and Architecture,4606,Distributed computing and systems software,True,0.207,constrained_lexical,
1708,Hardware and Architecture,4009,"Electronics, sensors and digital hardware",False,0.172,constrained_lexical,
1708,Hardware and Architecture,4006,Communications engineering,False,0.138,constrained_lexical,
1708,Hardware and Architecture,4007,"Control engineering, mechatronics and robotics",False,0.138,constrained_lexical,
1708,Hardware and Architecture,4008,Electrical engineering,False,0.138,constrained_lexical,
1708,Hardware and Architecture,4604,Cybersecurity and privacy,False,0.138,constrained_lexical,
1708,Hardware and Architecture,4904,Pure mathematics,False,0.138,constrained_lexical,
1708,Hardware and Architecture,3004,Crop and pasture production,False,0.103,constrained_lexical,
1708,Hardware and Architecture,3301,Architecture,False,0.103,constrained_lexical,
1709,Human-Computer Interaction,4007,"Control engineering, mechatronics and robotics",True,0.154,constrained_lexical,
1709,Human-Computer Interaction,4009,"Electronics, sensors and digital hardware",False,0.154,constrained_lexical,
1709,Human-Computer Interaction,4607,"Graphics, augmented reality and games",False,0.154,constrained_lexical,
1709,Human-Computer Interaction,3004,Crop and pasture production,False,0.115,constrained_lexical,
1709,Human-Computer Interaction,3104,Evolutionary biology,False,0.115,constrained_lexical,
1709,Human-Computer Interaction,3303,Design,False,0.115,constrained_lexical,
1709,Human-Computer Interaction,4006,Communications engineering,False,0.115,constrained_lexical,
1709,Human-Computer Interaction,4602,Artificial intelligence,False,0.115,constrained_lexical,
1709,Human-Computer Interaction,4604,Cybersecurity and privacy,False,0.115,constrained_lexical,
1710,Information Systems,4609,Information systems,True,1.0,exact_match,
1710,Information Systems,4605,Data management and data science,False,0.121,constrained_lexical,
1710,Information Systems,3901,Curriculum and pedagogy,False,0.112,constrained_lexical,
1710,Information Systems,3904,Specialist studies in education,False,0.095,constrained_lexical,
1710,Information Systems,4606,Distributed computing and systems software,False,0.095,constrained_lexical,
1710,Information Systems,4610,Library and information studies,False,0.095,constrained_lexical,
1710,Information Systems,4604,Cybersecurity and privacy,False,0.078,constrained_lexical,
1710,Information Systems,3304,Urban and regional planning,False,0.069,constrained_lexical,
1710,Information Systems,4203,Health services and systems,False,0.069,constrained_lexical,
1711,Signal Processing,4006,Communications engineering,True,0.7,manual_override,"Signal Processing -- communications engineering concept, not econometrics"
1712,Software,4612,Software engineering,True,0.7,manual_override,Software -- exact-fit 'Software engineering' group exists
1800,General Decision Sciences,4602,Artificial intelligence,True,0.25,constrained_lexical,
1800,General Decision Sciences,4609,Information systems,False,0.125,constrained_lexical,
1800,General Decision Sciences,4601,Applied computing,False,0.0,constrained_lexical,
1800,General Decision Sciences,4603,Computer vision and multimedia computation,False,0.0,constrained_lexical,
1800,General Decision Sciences,4604,Cybersecurity and privacy,False,0.0,constrained_lexical,
1800,General Decision Sciences,4605,Data management and data science,False,0.0,constrained_lexical,
1800,General Decision Sciences,4606,Distributed computing and systems software,False,0.0,constrained_lexical,
1800,General Decision Sciences,4607,"Graphics, augmented reality and games",False,0.0,constrained_lexical,
1800,General Decision Sciences,4608,Human-centred computing,False,0.0,constrained_lexical,
1802,Information Systems and Management,4610,Library and information studies,True,0.22,constrained_lexical,
1802,Information Systems and Management,3904,Specialist studies in education,False,0.195,constrained_lexical,
1802,Information Systems and Management,4410,Sociology,False,0.171,constrained_lexical,
1802,Information Systems and Management,3901,Curriculum and pedagogy,False,0.146,constrained_lexical,
1802,Information Systems and Management,4609,Information systems,False,0.146,constrained_lexical,
1802,Information Systems and Management,4804,Law in context,False,0.146,constrained_lexical,
1802,Information Systems and Management,5001,Applied ethics,False,0.146,constrained_lexical,
1802,Information Systems and Management,3302,Building,False,0.122,constrained_lexical,
1802,Information Systems and Management,3503,Business systems in context,False,0.122,constrained_lexical,
1803,Management Science and Operations Research,4609,Information systems,True,0.153,constrained_lexical,
1803,Management Science and Operations Research,3507,"Strategy, management and organisational behaviour",False,0.141,constrained_lexical,
1803,Management Science and Operations Research,4410,Sociology,False,0.129,constrained_lexical,
1803,Management Science and Operations Research,3901,Curriculum and pedagogy,False,0.106,constrained_lexical,
1803,Management Science and Operations Research,4602,Artificial intelligence,False,0.106,constrained_lexical,
1803,Management Science and Operations Research,4605,Data management and data science,False,0.106,constrained_lexical,
1803,Management Science and Operations Research,3303,Design,False,0.094,constrained_lexical,
1803,Management Science and Operations Research,3304,Urban and regional planning,False,0.094,constrained_lexical,
1803,Management Science and Operations Research,3506,Marketing,False,0.094,constrained_lexical,
1804,"Statistics, Probability and Uncertainty",4905,Statistics,True,0.7,manual_override,"Statistics, Probability and Uncertainty -- exact-fit 'Statistics' group exists"
1902,Atmospheric Science,3701,Atmospheric sciences,True,1.0,exact_match,
1902,Atmospheric Science,3104,Evolutionary biology,False,0.146,constrained_lexical,
1902,Atmospheric Science,3002,"Agriculture, land and farm management",False,0.098,constrained_lexical,
1902,Atmospheric Science,3304,Urban and regional planning,False,0.073,constrained_lexical,
1902,Atmospheric Science,3406,Physical chemistry,False,0.073,constrained_lexical,
1902,Atmospheric Science,3709,Physical geography and environmental geoscience,False,0.073,constrained_lexical,
1902,Atmospheric Science,4013,Geomatic engineering,False,0.073,constrained_lexical,
1902,Atmospheric Science,4105,Pollution and contamination,False,0.073,constrained_lexical,
1902,Atmospheric Science,4410,Sociology,False,0.073,constrained_lexical,
1904,Earth-Surface Processes,3701,Atmospheric sciences,True,0.118,constrained_lexical,
1904,Earth-Surface Processes,3709,Physical geography and environmental geoscience,False,0.118,constrained_lexical,
1904,Earth-Surface Processes,3702,Climate change science,False,0.059,constrained_lexical,
1904,Earth-Surface Processes,3705,Geology,False,0.059,constrained_lexical,
1904,Earth-Surface Processes,3799,Other earth sciences,False,0.059,constrained_lexical,
1904,Earth-Surface Processes,3703,Geochemistry,False,0.0,constrained_lexical,
1904,Earth-Surface Processes,3704,Geoinformatics,False,0.0,constrained_lexical,
1904,Earth-Surface Processes,3706,Geophysics,False,0.0,constrained_lexical,
1904,Earth-Surface Processes,3707,Hydrology,False,0.0,constrained_lexical,
1906,Geochemistry and Petrology,3703,Geochemistry,True,0.118,constrained_lexical,
1906,Geochemistry and Petrology,3705,Geology,False,0.118,constrained_lexical,
1906,Geochemistry and Petrology,3704,Geoinformatics,False,0.059,constrained_lexical,
1906,Geochemistry and Petrology,3707,Hydrology,False,0.059,constrained_lexical,
1906,Geochemistry and Petrology,3701,Atmospheric sciences,False,0.0,constrained_lexical,
1906,Geochemistry and Petrology,3702,Climate change science,False,0.0,constrained_lexical,
1906,Geochemistry and Petrology,3706,Geophysics,False,0.0,constrained_lexical,
1906,Geochemistry and Petrology,3708,Oceanography,False,0.0,constrained_lexical,
1906,Geochemistry and Petrology,3709,Physical geography and environmental geoscience,False,0.0,constrained_lexical,
1907,Geology,3705,Geology,True,1.0,exact_match,
1907,Geology,3703,Geochemistry,False,0.071,constrained_lexical,
1907,Geology,3704,Geoinformatics,False,0.071,constrained_lexical,
1907,Geology,3706,Geophysics,False,0.071,constrained_lexical,
1907,Geology,3709,Physical geography and environmental geoscience,False,0.071,constrained_lexical,
1907,Geology,3701,Atmospheric sciences,False,0.0,constrained_lexical,
1907,Geology,3702,Climate change science,False,0.0,constrained_lexical,
1907,Geology,3707,Hydrology,False,0.0,constrained_lexical,
1907,Geology,3708,Oceanography,False,0.0,constrained_lexical,
1908,Geophysics,3706,Geophysics,True,1.0,exact_match,
1908,Geophysics,4705,Literary studies,False,0.12,constrained_lexical,
1908,Geophysics,3102,Bioinformatics and computational biology,False,0.08,constrained_lexical,
1908,Geophysics,3401,Analytical chemistry,False,0.08,constrained_lexical,
1908,Geophysics,3406,Physical chemistry,False,0.08,constrained_lexical,
1908,Geophysics,3705,Geology,False,0.08,constrained_lexical,
1908,Geophysics,3802,Econometrics,False,0.08,constrained_lexical,
1908,Geophysics,4005,Civil engineering,False,0.08,constrained_lexical,
1908,Geophysics,4012,Fluid mechanics and thermal engineering,False,0.08,constrained_lexical,
1910,Oceanography,3708,Oceanography,True,1.0,exact_match,
1910,Oceanography,3701,Atmospheric sciences,False,0.125,constrained_lexical,
1910,Oceanography,3709,Physical geography and environmental geoscience,False,0.083,constrained_lexical,
1910,Oceanography,3702,Climate change science,False,0.042,constrained_lexical,
1910,Oceanography,3705,Geology,False,0.042,constrained_lexical,
1910,Oceanography,3706,Geophysics,False,0.042,constrained_lexical,
1910,Oceanography,3703,Geochemistry,False,0.0,constrained_lexical,
1910,Oceanography,3704,Geoinformatics,False,0.0,constrained_lexical,
1910,Oceanography,3707,Hydrology,False,0.0,constrained_lexical,
1911,Paleontology,3705,Geology,True,0.1,constrained_lexical,
1911,Paleontology,3709,Physical geography and environmental geoscience,False,0.1,constrained_lexical,
1911,Paleontology,3701,Atmospheric sciences,False,0.0,constrained_lexical,
1911,Paleontology,3702,Climate change science,False,0.0,constrained_lexical,
1911,Paleontology,3703,Geochemistry,False,0.0,constrained_lexical,
1911,Paleontology,3704,Geoinformatics,False,0.0,constrained_lexical,
1911,Paleontology,3706,Geophysics,False,0.0,constrained_lexical,
1911,Paleontology,3707,Hydrology,False,0.0,constrained_lexical,
1911,Paleontology,3708,Oceanography,False,0.0,constrained_lexical,
1912,Space and Planetary Science,3701,Atmospheric sciences,True,0.0,below_floor,
1912,Space and Planetary Science,3702,Climate change science,False,0.0,constrained_lexical,
1912,Space and Planetary Science,3703,Geochemistry,False,0.0,constrained_lexical,
1912,Space and Planetary Science,3704,Geoinformatics,False,0.0,constrained_lexical,
1912,Space and Planetary Science,3705,Geology,False,0.0,constrained_lexical,
1912,Space and Planetary Science,3706,Geophysics,False,0.0,constrained_lexical,
1912,Space and Planetary Science,3707,Hydrology,False,0.0,constrained_lexical,
1912,Space and Planetary Science,3708,Oceanography,False,0.0,constrained_lexical,
1912,Space and Planetary Science,3709,Physical geography and environmental geoscience,False,0.0,constrained_lexical,
2000,"General Economics, Econometrics and Finance",3801,Applied economics,True,0.269,constrained_lexical,
2000,"General Economics, Econometrics and Finance",3304,Urban and regional planning,False,0.192,constrained_lexical,
2000,"General Economics, Econometrics and Finance",4609,Information systems,False,0.192,constrained_lexical,
2000,"General Economics, Econometrics and Finance",3002,"Agriculture, land and farm management",False,0.154,constrained_lexical,
2000,"General Economics, Econometrics and Finance",3506,Marketing,False,0.154,constrained_lexical,
2000,"General Economics, Econometrics and Finance",3901,Curriculum and pedagogy,False,0.154,constrained_lexical,
2000,"General Economics, Econometrics and Finance",4203,Health services and systems,False,0.154,constrained_lexical,
2000,"General Economics, Econometrics and Finance",3104,Evolutionary biology,False,0.115,constrained_lexical,
2000,"General Economics, Econometrics and Finance",3302,Building,False,0.115,constrained_lexical,
2002,Economics and Econometrics,3801,Applied economics,True,0.102,constrained_lexical,
2002,Economics and Econometrics,4407,Policy and administration,False,0.088,constrained_lexical,
2002,Economics and Econometrics,3304,Urban and regional planning,False,0.082,constrained_lexical,
2002,Economics and Econometrics,3901,Curriculum and pedagogy,False,0.082,constrained_lexical,
2002,Economics and Econometrics,4410,Sociology,False,0.082,constrained_lexical,
2002,Economics and Econometrics,3505,Human resources and industrial relations,False,0.075,constrained_lexical,
2002,Economics and Econometrics,4303,Historical studies,False,0.075,constrained_lexical,
2002,Economics and Econometrics,4702,Cultural studies,False,0.075,constrained_lexical,
2002,Economics and Econometrics,4705,Literary studies,False,0.075,constrained_lexical,
2003,Finance,4609,Information systems,True,0.154,constrained_lexical,
2003,Finance,3002,"Agriculture, land and farm management",False,0.128,constrained_lexical,
2003,Finance,3304,Urban and regional planning,False,0.128,constrained_lexical,
2003,Finance,3502,"Banking, finance and investment",False,0.128,constrained_lexical,
2003,Finance,4407,Policy and administration,False,0.128,constrained_lexical,
2003,Finance,4011,Environmental engineering,False,0.103,constrained_lexical,
2003,Finance,3101,Biochemistry and cell biology,False,0.077,constrained_lexical,
2003,Finance,3104,Evolutionary biology,False,0.077,constrained_lexical,
2003,Finance,3506,Marketing,False,0.077,constrained_lexical,
2100,General Energy,4004,Chemical engineering,True,0.0,below_floor,
2100,General Energy,4008,Electrical engineering,False,0.25,constrained_lexical,
2100,General Energy,4011,Environmental engineering,False,0.25,constrained_lexical,
2100,General Energy,4017,Mechanical engineering,False,0.25,constrained_lexical,
2100,General Energy,4001,Aerospace engineering,False,0.0,constrained_lexical,
2100,General Energy,4002,Automotive engineering,False,0.0,constrained_lexical,
2100,General Energy,4003,Biomedical engineering,False,0.0,constrained_lexical,
2100,General Energy,4005,Civil engineering,False,0.0,constrained_lexical,
2100,General Energy,4006,Communications engineering,False,0.0,constrained_lexical,
2102,Energy Engineering and Power Technology,4008,Electrical engineering,True,0.8,constrained_lexical,
2102,Energy Engineering and Power Technology,4002,Automotive engineering,False,0.4,constrained_lexical,
2102,Energy Engineering and Power Technology,4009,"Electronics, sensors and digital hardware",False,0.4,constrained_lexical,
2102,Energy Engineering and Power Technology,4017,Mechanical engineering,False,0.4,constrained_lexical,
2102,Energy Engineering and Power Technology,4001,Aerospace engineering,False,0.2,constrained_lexical,
2102,Energy Engineering and Power Technology,4004,Chemical engineering,False,0.2,constrained_lexical,
2102,Energy Engineering and Power Technology,4005,Civil engineering,False,0.2,constrained_lexical,
2102,Energy Engineering and Power Technology,4006,Communications engineering,False,0.2,constrained_lexical,
2102,Energy Engineering and Power Technology,4007,"Control engineering, mechatronics and robotics",False,0.2,constrained_lexical,
2103,Fuel Technology,4001,Aerospace engineering,True,0.0,below_floor,
2103,Fuel Technology,4002,Automotive engineering,False,0.0,constrained_lexical,
2103,Fuel Technology,4003,Biomedical engineering,False,0.0,constrained_lexical,
2103,Fuel Technology,4004,Chemical engineering,False,0.0,constrained_lexical,
2103,Fuel Technology,4005,Civil engineering,False,0.0,constrained_lexical,
2103,Fuel Technology,4006,Communications engineering,False,0.0,constrained_lexical,
2103,Fuel Technology,4007,"Control engineering, mechatronics and robotics",False,0.0,constrained_lexical,
2103,Fuel Technology,4008,Electrical engineering,False,0.0,constrained_lexical,
2103,Fuel Technology,4009,"Electronics, sensors and digital hardware",False,0.0,constrained_lexical,
2104,Nuclear Energy and Engineering,4004,Chemical engineering,True,0.5,constrained_lexical,
2104,Nuclear Energy and Engineering,4005,Civil engineering,False,0.333,constrained_lexical,
2104,Nuclear Energy and Engineering,4006,Communications engineering,False,0.333,constrained_lexical,
2104,Nuclear Energy and Engineering,4007,"Control engineering, mechatronics and robotics",False,0.333,constrained_lexical,
2104,Nuclear Energy and Engineering,4008,Electrical engineering,False,0.333,constrained_lexical,
2104,Nuclear Energy and Engineering,4014,Manufacturing engineering,False,0.333,constrained_lexical,
2104,Nuclear Energy and Engineering,4017,Mechanical engineering,False,0.333,constrained_lexical,
2104,Nuclear Energy and Engineering,4001,Aerospace engineering,False,0.167,constrained_lexical,
2104,Nuclear Energy and Engineering,4002,Automotive engineering,False,0.167,constrained_lexical,
2105,"Renewable Energy, Sustainability and the Environment",4104,Environmental management,True,0.7,manual_override,"Renewable Energy, Sustainability and the Environment -- environmental management concept"
2200,General Engineering,4005,Civil engineering,True,0.75,constrained_lexical,
2200,General Engineering,4019,Resources engineering and extractive metallurgy,False,0.5,constrained_lexical,
2200,General Engineering,4001,Aerospace engineering,False,0.25,constrained_lexical,
2200,General Engineering,4002,Automotive engineering,False,0.25,constrained_lexical,
2200,General Engineering,4003,Biomedical engineering,False,0.25,constrained_lexical,
2200,General Engineering,4004,Chemical engineering,False,0.25,constrained_lexical,
2200,General Engineering,4006,Communications engineering,False,0.25,constrained_lexical,
2200,General Engineering,4007,"Control engineering, mechatronics and robotics",False,0.25,constrained_lexical,
2200,General Engineering,4008,Electrical engineering,False,0.25,constrained_lexical,
2202,Aerospace Engineering,4001,Aerospace engineering,True,1.0,exact_match,
2202,Aerospace Engineering,4004,Chemical engineering,False,0.099,constrained_lexical,
2202,Aerospace Engineering,4006,Communications engineering,False,0.089,constrained_lexical,
2202,Aerospace Engineering,3506,Marketing,False,0.079,constrained_lexical,
2202,Aerospace Engineering,4017,Mechanical engineering,False,0.079,constrained_lexical,
2202,Aerospace Engineering,4009,"Electronics, sensors and digital hardware",False,0.069,constrained_lexical,
2202,Aerospace Engineering,4012,Fluid mechanics and thermal engineering,False,0.069,constrained_lexical,
2202,Aerospace Engineering,4606,Distributed computing and systems software,False,0.069,constrained_lexical,
2202,Aerospace Engineering,4609,Information systems,False,0.069,constrained_lexical,
2203,Automotive Engineering,4002,Automotive engineering,True,1.0,exact_match,
2203,Automotive Engineering,4007,"Control engineering, mechatronics and robotics",False,0.182,constrained_lexical,
2203,Automotive Engineering,4014,Manufacturing engineering,False,0.182,constrained_lexical,
2203,Automotive Engineering,4001,Aerospace engineering,False,0.152,constrained_lexical,
2203,Automotive Engineering,4017,Mechanical engineering,False,0.152,constrained_lexical,
2203,Automotive Engineering,3002,"Agriculture, land and farm management",False,0.091,constrained_lexical,
